,id,name,cuisines,city,country,votes,aggregate_rating
128,71443,Palmshore,"Seafood, Biryani, Kebab, North Indian, Chinese, Arabian, BBQ, Juices",Chennai,India,3198,4.5
129,18588039,Fromage,"Cafe, Italian, French, European",Chennai,India,827,4.5
130,72497,Palmshore,"Seafood, Biryani, Kebab, North Indian, Chinese, Arabian, BBQ, Juices",Chennai,India,2742,4.6
131,70496,Sukkubhai Biriyani,Biryani,Chennai,India,2113,4.4
132,18665421,Blind Ch3mistry,"Cafe, Fast Food, Beverages",Chennai,India,1365,4.5
133,18666824,AB's - Absolute Barbecues,"BBQ, North Indian, European, Mediterranean",Chennai,India,2208,4.9
134,71405,Barbeque Nation,"North Indian, Continental, Kebab, BBQ",Chennai,India,2132,4.8
135,18555163,Amelie's,"Cafe, Continental, Italian",Chennai,India,1217,4.4
136,71799,Cleo's Grill & Cafe,"Chinese, Continental, Steak, North Indian",Chennai,India,2413,4.5
137,18437170,Nasi And Mee,"Singaporean, Malaysian, Chinese, Asian, Thai, Momos",Chennai,India,1336,4.6
138,18619095,Palmshore,"Seafood, Biryani, Kebab, North Indian, Chinese, Arabian, BBQ, Juices",Chennai,India,1528,4.5
139,18540650,Guntur Gongura,"North Indian, Chinese, South Indian, Biryani",Chennai,India,2086,3.7
140,800894,Mubeen's,Mughlai,Lucknow,India,1352,4.4
141,800468,Tunday Kababi,"Mughlai, Lucknowi",Lucknow,India,3753,4.8
142,18801082,Farzi Café,Modern Indian,Lucknow,India,298,4.6
143,18970077,The Hazelnut Factory,"Bakery, Desserts, Cafe",Lucknow,India,203,4.4
144,801170,Spice Caves,"North Indian, Chinese, Mughlai",Lucknow,India,2401,4.6
145,18560184,The Terrace ,"North Indian, Continental",Lucknow,India,568,4.4
146,18971277,Cafe Repertwahr,"North Indian, Chinese, Continental, Italian, Seafood, Salad",Lucknow,India,131,4.1
147,800179,Mahalaxmi Sweets,"Mithai, North Indian, Chinese",Lucknow,India,1062,4.3
148,18980427,Bombay Remix,"North Indian, Chinese, Continental, Desserts",Lucknow,India,113,4.0
149,800089,Barbeque Nation,North Indian,Lucknow,India,2194,4.9
150,800152,Idrish Hotel,Mughlai,Lucknow,India,2180,4.4
151,801960,Dosa Planet,"South Indian, North Indian",Lucknow,India,875,4.3
152,18701292,Pirates of Grill,"North Indian, Mughlai, Continental",Lucknow,India,1746,4.9
153,800483,Dastarkhwan,Mughlai,Lucknow,India,2127,4.7
154,801146,Madhurima Veg,"Chinese, Sandwich, Fast Food, North Indian, Italian, Desserts, South Indian",Lucknow,India,627,4.3
155,18387297,The Manish Eating Point,"North Indian, Awadhi, Biryani",Lucknow,India,835,4.0
156,800432,Rattilal's,"Mithai, Street Food, Juices",Lucknow,India,630,4.0
157,800896,Sardar Ji Ke Mashoor Chhole Bhature - Punjabi Zaika,Street Food,Lucknow,India,692,4.1
158,800630,Royal Cafe,"North Indian, Chinese, Mughlai, Fast Food",Lucknow,India,990,4.3
159,18439027,Skyhilton,"North Indian, Chinese, Continental",Lucknow,India,750,4.1
160,95361,Ifthar,Kerala,Kochi,India,770,4.1
161,901159,Westleys Restocafe (Formerly Burgeria),"Fast Food, Ice Cream",Kochi,India,262,4.1
162,95256,Kashi Art Cafe,"European, Cafe",Kochi,India,1256,4.5
163,18398435,Bikash Babu Sweets,"Mithai, Fast Food",Kochi,India,231,4.5
164,903046,Nasi And Mee,"Malaysian, Thai, Singaporean, Asian, Chinese",Kochi,India,235,4.8
165,902109,Sheba Kuzhimandhi,Arabian,Kochi,India,516,4.2
166,900533,Paragon,"Kerala, South Indian, Continental, North Indian, Seafood, Chinese",Kochi,India,1475,4.5
167,95421,Dhe Puttu,Kerala,Kochi,India,1162,4.3
168,900668,KFC,"Burger, Fast Food",Kochi,India,507,3.7
169,900524,Cafe 17,"Cafe, Continental, Italian",Kochi,India,900,4.6
170,901622,The Grill Lab,"Cafe, Continental, Pizza, Burger, Fast Food",Kochi,India,639,4.2
171,901665,Double Roti,"Cafe, American, Burger, Fast Food",Kochi,India,344,4.2
172,95488,Cafe d' arabia,"Arabian, Lebanese",Kochi,India,541,4.1
173,18153238,Hotel Harsh Dhaba,"North Indian, South Indian, Fast Food",Kochi,India,622,4.1
174,900300,Real Arabia,"Arabian, Chinese, North Indian",Kochi,India,380,4.0
175,901830,Mocha Art Cafe,"Cafe, Continental, European, Italian, Seafood",Kochi,India,602,4.7
176,900561,Tonico Cafe,Cafe,Kochi,India,935,4.3
177,900551,Aavi,Kerala,Kochi,India,213,3.8
178,18153935,Galito's,"African, Burger, Desserts, Beverages, Fast Food, Salad",Kochi,India,470,4.2
179,95333,Chiyang,"Chinese, Continental",Kochi,India,622,4.0
180,100242,Shree Agarwal Caterers,"Bakery, Cafe, Sandwich, Fast Food, Mithai, Mishti, Desserts",Jaipur,India,1402,4.3
181,18748726,The Night Jar,"North Indian, Continental, Chinese",Jaipur,India,851,4.7
182,18641794,Shankar Samosa,Street Food,Jaipur,India,727,4.3
183,18903417,Chool,"Cafe, North Indian, South Indian, Fast Food",Jaipur,India,383,4.9
184,18625823,Gulabi Nagari,"North Indian, Chinese",Jaipur,India,1227,4.3
185,100756,Agarwal Sweets & Caterers,"Mithai, North Indian, South Indian, Street Food, Chinese",Jaipur,India,1216,4.2
186,102439,Muhammadi Palace,"North Indian, Mughlai",Jaipur,India,2457,3.9
187,100149,Kanha,"North Indian, Street Food",Jaipur,India,1475,4.0
188,102695,Thali and More,"North Indian, South Indian, Italian, Chinese",Jaipur,India,1820,4.3
189,100910,Rawat Mishthan Bhandar,"Mithai, North Indian, South Indian, Chinese",Jaipur,India,2184,4.1
190,18733012,Fat Lulu's,"Continental, Pizza, Burger, American",Jaipur,India,669,4.3
191,100611,M.M. Khan Hotel,North Indian,Jaipur,India,1774,4.0
192,18868487,Vegetrainian,"North Indian, Italian, Chinese",Jaipur,India,366,4.5
193,18602340,Stepout Cafe,"Cafe, Italian, Lebanese, Mexican",Jaipur,India,810,4.3
194,101736,Kanha,"North Indian, Street Food",Jaipur,India,1266,4.1
195,100148,Kanha,"North Indian, Street Food",Jaipur,India,1449,4.0
196,101212,Tapri Central,"Cafe, Fast Food",Jaipur,India,2862,4.9
197,101777,Kanha,"North Indian, Street Food",Jaipur,India,748,4.1
198,18467090,Manuhaar,"Mithai, Bakery, Fast Food",Jaipur,India,837,4.0
199,18578663,Masala Ministry,"North Indian, Chinese, Fast Food",Jaipur,India,945,4.5
200,18766005,The Esplendido Cafe,"Cafe, American, Italian, Chinese, Beverages",Ahmedabad,India,1001,4.4
201,18882467,Makeba - The Lounge Cafe,"Cafe, Italian, Mexican, Healthy Food",Ahmedabad,India,368,4.2
202,110208,Honest,"North Indian, South Indian, Fast Food, Chinese",Ahmedabad,India,823,3.9
203,18385186,The Cafe Baraco,"Cafe, Italian",Ahmedabad,India,1528,4.3
204,18396250,Huber & Holly,"Cafe, Desserts",Ahmedabad,India,1413,4.8
205,18658177,Millhouse,"Continental, Italian",Ahmedabad,India,773,4.2
206,18672107,Eleven 11 Restro Cafe,"Cafe, Italian, North Indian",Ahmedabad,India,1079,4.3
207,18902811,Legends Of Punjab - By Pepperazi,"North Indian, Italian, BBQ, Mexican, Thai",Ahmedabad,India,218,4.1
208,112466,Jay Nilkanth Food,"North Indian, Chinese",Ahmedabad,India,1346,3.1
209,18663856,The Red Bistro,"Mexican, Italian, North Indian",Ahmedabad,India,491,4.6
210,18766904,The Secret Kitchen,North Indian,Ahmedabad,India,441,4.1
211,18627705,I Love Sandwich House,"Cafe, Sandwich",Ahmedabad,India,1106,4.2
212,18819827,Kadak Bhagat,"North Indian, Chinese, Fast Food",Ahmedabad,India,444,4.6
213,18874418,Upri Manzil,"North Indian, Italian, Continental",Ahmedabad,India,297,4.1
214,18578691,Bogarosa,"Continental, North Indian",Ahmedabad,India,1156,4.1
215,110026,Barbeque Nation,"Mughlai, North Indian, BBQ",Ahmedabad,India,2236,4.5
216,18545544,Mocha,"Cafe, Italian",Ahmedabad,India,970,4.4
217,113234,Shree Annpurna,"North Indian, Chinese",Ahmedabad,India,1795,4.1
218,111826,Yanki Sizzlers,"Continental, Italian, Chinese",Ahmedabad,India,3437,4.9
219,18480250,Cafe De Italiano,Cafe,Ahmedabad,India,770,4.3
220,120687,Subway,"Healthy Food, Sandwich, Salad",Mohali,India,1438,4.3
221,18848676,Beach N Brew,"North Indian, Continental, Chinese",Chandigarh,India,420,4.5
222,121896,Bhena Da Dhaba,North Indian,Mohali,India,1668,3.9
223,121335,Pirates of Grill,North Indian,Chandigarh,India,2033,4.4
224,121316,Nando's,"Portuguese, Wraps, Burger, Salad",Chandigarh,India,902,4.9
225,124170,Sector 7 Social,"Continental, American, Asian, North Indian, Momos, Beverages",Chandigarh,India,2557,4.7
226,18634639,Pradhan Dhaba,"North Indian, Chinese, Fast Food",Chandigarh,India,925,4.0
227,123013,Amrit Sweets,"Mithai, North Indian, South Indian, Street Food",Mohali,India,1057,4.0
228,120767,New Panna Sweets,"Street Food, Chinese, Fast Food, Mithai, North Indian, Burger, Desserts, Pizza",Chandigarh,India,1778,3.9
229,18694731,DND - Daily Nutritional Diet,"Healthy Food, Salad",Mohali,India,586,4.5
230,122418,Burger King,"Burger, Fast Food",Chandigarh,India,1174,4.1
231,120999,Jalandhar Sweets,"South Indian, North Indian, Chinese, Mithai",Chandigarh,India,1319,4.0
232,121425,Super Donuts,"Desserts, Burger, Fast Food",Chandigarh,India,1335,4.4
233,124158,The Hedgehog Café,"Cafe, Italian, American, Continental",Chandigarh,India,1031,4.5
234,123043,Khalsa Dhaba,"North Indian, South Indian, Chinese",Mohali,India,1094,3.9
235,18609823,Falcon Cafe Lounge,Cafe,Panchkula,India,1589,4.6
236,122653,Food@U,"North Indian, Chinese, South Indian, Rolls",Chandigarh,India,2129,4.2
237,120554,Books N Brew,"Cafe, Fast Food, Italian, Chinese",Chandigarh,India,1108,3.7
238,122875,Tossin Pizza,"Pizza, Italian",Chandigarh,India,846,4.2
239,123191,CAFÈ JC's,"Continental, Cafe, North Indian, Chinese, American",Chandigarh,India,1277,4.4
240,130309,Purple Martini,"Continental, Seafood, Italian, Mediterranean, North Indian",Goa,India,1507,4.8
241,130409,Baba Au Rhum,"Italian, French, Cafe",Goa,India,1282,4.6
242,16512333,Britto's Bar & Restaurant,"Chinese, Continental, Goan, North Indian, Seafood",Goa,India,3900,4.3
243,16524239,Bay 15,"Thai, Chinese, Indian, Goan, North Indian, Italian, Mediterranean, Seafood",Goa,India,369,4.4
244,130535,The Fisherman's Wharf,"Seafood, Goan, North Indian, Continental, Asian",Goa,India,1427,4.7
245,18685303,The Fisherman's Wharf,"Seafood, Goan, North Indian, Continental, Asian",Goa,India,882,4.6
246,130427,Artjuna,"Healthy Food, Mediterranean, Cafe, Israeli, Lebanese",Goa,India,579,4.4
247,18601542,The Lazy Goose,"Seafood, Goan, Continental",Goa,India,783,4.6
248,130888,The Black Sheep Bistro,"Seafood, Continental, European, German",Goa,India,1850,4.7
249,18555916,Tio Tilly's Bar & Kitchen,"Continental, Finger Food, Burger, Pizza",Goa,India,560,4.4
250,16519168,Martin's Corner,"Goan, Seafood, Chinese, North Indian",Goa,India,2226,4.6
251,16512336,Fat Fish,"North Indian, Continental, Goan",Goa,India,1957,4.2
252,130230,Curlies,"Continental, North Indian, Italian, Seafood, Goan",Goa,India,2816,3.8
253,16525595,Cafe Cotinga,"Continental, North Indian, Bakery",Goa,India,513,4.4
254,18232814,Kokni Kanteen,Goan,Goa,India,839,4.6
255,16541849,The Fisherman's Wharf,"Seafood, Goan, North Indian, Continental, Asian",Goa,India,1197,4.5
256,130567,Souza Lobo,"Chinese, Continental, Goan, Finger Food, North Indian",Goa,India,1548,4.3
257,130430,Co Co Mo,"North Indian, Chinese, Goan, Russian, Italian",Goa,India,232,4.4
258,16519268,La Plage,"Seafood, French",Goa,India,545,4.4
259,18558647,Navtara Veg Restaurant,"South Indian, North Indian, Chinese, Mughlai",Goa,India,583,4.5
260,1400382,Shree Gurukripa,North Indian,Indore,India,1750,4.2
261,1400038,Apna Sweets,"Mithai, North Indian, South Indian, Beverages",Indore,India,1331,4.2
262,18715348,The Monroe,"Italian, Chinese, North Indian",Indore,India,647,4.4
263,1402185,Shree Gurukripa,North Indian,Indore,India,1270,4.1
264,1400208,Apna Sweets,"Mithai, North Indian, South Indian, Beverages",Indore,India,1387,4.1
265,1401685,Dutt Guru Kripa,"North Indian, Fast Food",Indore,India,1138,4.0
266,18675443,Sagar Gaire,"South Indian, North Indian, Fast Food",Indore,India,2857,4.1
267,1400574,Hotel Rajhans,North Indian,Indore,India,1788,3.8
268,1400056,Nafees Restaurant,"North Indian, Mughlai",Indore,India,2819,4.2
269,18713037,Tic Tac Toe,"North Indian, Chinese, Fast Food",Indore,India,354,4.5
270,1401724,Hotel Guru Kripa Avenue,North Indian,Indore,India,1147,4.0
271,18254231,Oye24,"North Indian, Chinese",Indore,India,1370,4.0
272,1400287,Madhuram Sweets,"South Indian, Fast Food, Mithai",Indore,India,584,4.1
273,1401774,Banana Leaf,"South Indian, North Indian",Indore,India,751,4.3
274,18684400,Little Monk,"North Indian, Italian, Chinese, Mughlai",Indore,India,381,4.2
275,1400310,Vijay Chaat House,"Mithai, Street Food",Indore,India,561,4.5
276,1400311,Apna Sweets,"Mithai, North Indian, South Indian, Beverages",Indore,India,1634,3.9
277,18395137,Just My Bakes,"Cafe, North Indian",Indore,India,716,4.1
278,1402252,Mustang - Hotel Somdeep Palace,"North Indian, Chinese",Indore,India,1109,4.8
279,18601095,Indore Kitchen - Indore Marriott Hotel,"North Indian, Italian, Asian, Fast Food",Indore,India,534,4.4
280,18746380,Domino's,"Pizza, Fast Food",Gangtok,India,53,3.2
281,18746904,Baker's Cafe,"Cafe, Bakery",Gangtok,India,53,3.4
282,16500301,The Dragon Wok,Chinese,Gangtok,India,36,3.3
283,18746039,Osm Restaurant,"North Indian, Continental, Chinese",Gangtok,India,65,3.5
284,18746176,Taste of Tibet,"Tibetan, Chinese",Gangtok,India,39,3.4
285,18746050,Osm Lounge,Finger Food,Gangtok,India,16,3.3
286,16500332,Nimtho,"Tibetan, Nepalese",Gangtok,India,31,3.6
287,18746004,Bonfire ,"Tibetan, North Indian, Fast Food, Chinese",Gangtok,India,24,3.4
288,16500309,Roll House,Fast Food,Gangtok,India,29,3.3
289,16500300,The Local Cafe,"Tibetan, Italian",Gangtok,India,34,3.5
290,18746148,Chopstick,Chinese,Gangtok,India,22,3.5
291,18746007,Parivar,"South Indian, Chinese, North Indian",Gangtok,India,18,3.2
292,18922563,Domino's Pizza,"Pizza, Fast Food",Gangtok,India,12,3.2
293,18746062,Cafe Live & Loud ,"North Indian, Continental, Chinese",Gangtok,India,22,3.3
294,18746689,Baker's Cafe,"Cafe, Bakery",Gangtok,India,15,3.4
295,16500321,Momo King ,"Nepalese, Chinese",Gangtok,India,15,3.3
296,16500330,Khan Uncle's Biryani House,"Fast Food, Biryani, Chinese",Gangtok,India,24,3.4
297,16500333,Nimtho,"Tibetan, Nepalese",Gangtok,India,14,3.2
298,16500304,Thakali,Nepalese,Gangtok,India,10,3.2
